epoch,train_loss,valid_loss,error_rate,time
0,0.17695942521095276,0.043956778943538666,0.016875000670552254,15:19
1,0.0816226452589035,0.026846790686249733,0.011874999850988388,15:14
2,0.06263867765665054,0.02824568748474121,0.006874999962747097,15:10
3,0.06217343732714653,0.05396279692649841,0.013124999590218067,15:16
4,0.04421905055642128,0.05105648562312126,0.016875000670552254,15:08
5,0.022376596927642822,0.05071835592389107,0.010625000111758709,15:15
6,0.021731825545430183,0.06755048036575317,0.018124999478459358,15:09
7,0.018293337896466255,0.0350632481276989,0.008750000037252903,15:08
8,0.022469475865364075,0.06807836890220642,0.013124999590218067,15:25
9,0.015290121547877789,0.03775959834456444,0.006874999962747097,15:19
10,0.010329327546060085,0.045436933636665344,0.009999999776482582,15:27
11,0.007269666995853186,0.04151575267314911,0.009999999776482582,15:22
12,0.009669049642980099,0.033642932772636414,0.00937500037252903,15:15
13,0.005550999194383621,0.04114799574017525,0.008750000037252903,15:16
14,0.0037208348512649536,0.03138801455497742,0.006874999962747097,15:14
15,0.005073176231235266,0.03797553852200508,0.008124999701976776,15:14
16,0.00245557795278728,0.03873792290687561,0.00937500037252903,15:11
17,0.0018844231963157654,0.038460906594991684,0.008124999701976776,15:13
18,0.0013461989583447576,0.03470757231116295,0.006874999962747097,15:12
19,0.0016673053614795208,0.03570759668946266,0.007499999832361937,15:14
