epoch,train_loss,valid_loss,error_rate,time
0,0.6132194995880127,0.4063336253166199,0.13135187327861786,04:14
1,0.46268969774246216,0.26414021849632263,0.0853307768702507,04:12
2,0.3364039957523346,0.29823216795921326,0.08053690940141678,04:12
3,0.27833104133605957,0.22457261383533478,0.06711409240961075,04:13
4,0.22110776603221893,0.23671157658100128,0.07094918191432953,04:14
5,0.17781251668930054,0.17571242153644562,0.04793863743543625,04:13
6,0.1580585092306137,0.17801323533058167,0.05465004965662956,04:13
7,0.1430908888578415,0.17425496876239777,0.03643336519598961,04:13
8,0.11484308540821075,0.1531117856502533,0.038350909948349,04:14
9,0.10180263221263885,0.17020824551582336,0.03739213943481445,04:13
10,0.07928859442472458,0.17900912463665009,0.03930968418717384,04:13
11,0.09090554714202881,0.12436740845441818,0.03068072907626629,04:13
12,0.07149708271026611,0.13072162866592407,0.031639501452445984,04:13
13,0.0550529919564724,0.17945772409439087,0.03451582044363022,04:13
14,0.05446833372116089,0.1169814020395279,0.025886865332722664,04:13
15,0.04899964854121208,0.11521556973457336,0.02492809295654297,04:14
16,0.04256586730480194,0.13022953271865845,0.02301054634153843,04:13
17,0.04600846767425537,0.10858440399169922,0.025886865332722664,04:13
18,0.03382021561264992,0.19060660898685455,0.03451582044363022,04:13
19,0.03875335678458214,0.14115414023399353,0.03739213943481445,04:14
20,0.03554029390215874,0.1159755289554596,0.02301054634153843,04:13
21,0.03582887351512909,0.1245972290635109,0.025886865332722664,04:13
22,0.025523271411657333,0.09431696683168411,0.02109300158917904,04:13
23,0.02075827494263649,0.10685250908136368,0.0191754549741745,04:13
24,0.02242131158709526,0.10983417183160782,0.02109300158917904,04:13
25,0.041868217289447784,0.09363879263401031,0.02492809295654297,04:13
26,0.03371920436620712,0.07783212512731552,0.022051773965358734,04:14
27,0.026001786813139915,0.13733895123004913,0.02876318246126175,04:14
28,0.01979428343474865,0.12317551672458649,0.029721956700086594,04:14
29,0.014709514565765858,0.08443333208560944,0.0191754549741745,04:14
30,0.014601331204175949,0.13328202068805695,0.02876318246126175,04:14
31,0.020775817334651947,0.11783245205879211,0.02492809295654297,04:15
32,0.02144801802933216,0.09660506993532181,0.022051773965358734,04:14
33,0.012382659129798412,0.09244415163993835,0.016299137845635414,04:14
34,0.015937983989715576,0.10887850075960159,0.018216682597994804,04:14
35,0.014790371991693974,0.14871162176132202,0.02876318246126175,04:15
36,0.015473771840333939,0.10989212989807129,0.02492809295654297,04:15
37,0.020211221650242805,0.08790630102157593,0.02492809295654297,04:15
38,0.01948508620262146,0.08746618032455444,0.016299137845635414,04:17
39,0.017260035499930382,0.08759274333715439,0.022051773965358734,04:16
40,0.009268135763704777,0.07658819854259491,0.01342281885445118,04:15
41,0.008372019045054913,0.11927936226129532,0.01725791022181511,04:15
42,0.008410206064581871,0.09097310900688171,0.01725791022181511,04:15
43,0.008017863146960735,0.10071815550327301,0.02301054634153843,04:16
44,0.011116478592157364,0.09843092411756516,0.0191754549741745,04:15
45,0.010672977194190025,0.08290423452854156,0.01725791022181511,04:15
46,0.012005922384560108,0.08024513721466064,0.0191754549741745,04:17
47,0.011359340511262417,0.10256387293338776,0.020134227350354195,04:17
48,0.014591063372790813,0.0916174054145813,0.01725791022181511,04:18
49,0.010575853288173676,0.08876289427280426,0.016299137845635414,04:17
50,0.007504697423428297,0.09069012105464935,0.01725791022181511,04:18
51,0.005366964265704155,0.0754312202334404,0.011505273170769215,04:17
52,0.004751403350383043,0.08963045477867126,0.01725791022181511,04:17
53,0.0047495258040726185,0.1011555939912796,0.01725791022181511,04:17
54,0.0066497838124632835,0.0974079892039299,0.020134227350354195,04:19
55,0.003144735936075449,0.10750182718038559,0.016299137845635414,04:19
56,0.006100216880440712,0.08436084538698196,0.018216682597994804,04:19
57,0.0033612714614719152,0.09912221133708954,0.018216682597994804,04:19
58,0.004396212287247181,0.1534278243780136,0.02109300158917904,04:19
59,0.006956789642572403,0.08218128979206085,0.015340364538133144,04:19
60,0.003579262178391218,0.10516810417175293,0.02109300158917904,04:19
61,0.0029184326995164156,0.09678885340690613,0.015340364538133144,04:19
62,0.006807323079556227,0.08961130678653717,0.016299137845635414,04:19
63,0.00675825634971261,0.08722782880067825,0.0191754549741745,04:19
64,0.0034889820963144302,0.07957251369953156,0.016299137845635414,04:19
65,0.004326110240072012,0.0752793699502945,0.015340364538133144,04:20
66,0.0031784051097929478,0.08473270386457443,0.0191754549741745,04:21
67,0.0017339560436084867,0.0832221731543541,0.018216682597994804,04:21
68,0.001136540318839252,0.08095799386501312,0.016299137845635414,04:21
69,0.0010217007948085666,0.08420810103416443,0.015340364538133144,04:22
70,0.0022368566133081913,0.09224662184715271,0.02109300158917904,04:21
71,0.0024846913293004036,0.09656235575675964,0.022051773965358734,04:21
72,0.001294171903282404,0.10175781697034836,0.0191754549741745,04:21
73,0.0014789288397878408,0.10132499039173126,0.01725791022181511,04:22
74,0.0029205887112766504,0.11068614572286606,0.0191754549741745,04:22
75,0.0019342211307957768,0.11051786690950394,0.020134227350354195,04:21
76,0.0007805126369930804,0.10915318876504898,0.020134227350354195,04:21
77,0.0006517235888168216,0.09891290217638016,0.018216682597994804,04:21
78,0.0005675684078596532,0.09851088374853134,0.016299137845635414,04:21
79,0.002057994483038783,0.086663156747818,0.016299137845635414,04:21
80,0.0006300880340859294,0.08408385515213013,0.01725791022181511,04:21
81,0.0008487878949381411,0.09121768176555634,0.016299137845635414,04:21
82,0.0010202063713222742,0.08493834733963013,0.015340364538133144,04:21
83,0.002129548229277134,0.08536112308502197,0.014381591230630875,04:21
84,0.0010974288452416658,0.08447226136922836,0.01342281885445118,04:20
85,0.0015216643223538995,0.08304201811552048,0.015340364538133144,04:21
86,0.0005681013572029769,0.08442879468202591,0.014381591230630875,04:21
87,0.0005737836472690105,0.08301970362663269,0.016299137845635414,04:22
88,0.00021701891091652215,0.08620534092187881,0.016299137845635414,04:22
89,0.00023644845350645483,0.08955787867307663,0.015340364538133144,04:21
90,0.00044134078780189157,0.09292411059141159,0.015340364538133144,04:21
91,0.0003918748116120696,0.09039861708879471,0.014381591230630875,04:22
92,0.0011421950766816735,0.08768770098686218,0.015340364538133144,04:23
93,0.0006292434991337359,0.08896089345216751,0.015340364538133144,04:23
94,0.0013910423731431365,0.08871664851903915,0.015340364538133144,04:23
95,0.0005765478126704693,0.08684394508600235,0.015340364538133144,04:22
96,0.00041941157542169094,0.0881429985165596,0.015340364538133144,04:22
97,0.00015528967196587473,0.08691145479679108,0.016299137845635414,04:23
98,0.00020214107644278556,0.08956700563430786,0.015340364538133144,04:22
99,0.00021724725957028568,0.08829754590988159,0.016299137845635414,04:23
