epoch,train_loss,valid_loss,error_rate,time
0,0.5446666479110718,0.32759949564933777,0.12272291630506516,05:00
1,0.38445907831192017,0.27207663655281067,0.08149568736553192,04:59
2,0.2802730202674866,0.23988008499145508,0.06232022866606712,04:59
3,0.2213844209909439,0.16953890025615692,0.0469798669219017,04:59
4,0.15933547914028168,0.14563195407390594,0.04026845470070839,04:59
5,0.12356888502836227,0.12204695492982864,0.035474590957164764,04:59
6,0.1053236648440361,0.11289139091968536,0.029721956700086594,05:00
7,0.08668096363544464,0.10910208523273468,0.029721956700086594,04:59
8,0.06814198940992355,0.1318289190530777,0.029721956700086594,05:11
9,0.05306468904018402,0.12898486852645874,0.02876318246126175,04:59
10,0.05407088249921799,0.0904732272028923,0.025886865332722664,05:00
11,0.04170820862054825,0.1056288629770279,0.023969318717718124,05:00
12,0.038302768021821976,0.10843872278928757,0.020134227350354195,04:59
13,0.03967760130763054,0.11293482035398483,0.02684563770890236,04:59
14,0.031602323055267334,0.1100466251373291,0.020134227350354195,04:59
15,0.03481754660606384,0.09404714405536652,0.0191754549741745,04:59
16,0.03768894448876381,0.09019409120082855,0.016299137845635414,04:59
17,0.033520739525556564,0.07472135871648788,0.022051773965358734,04:58
18,0.02174662984907627,0.1272001564502716,0.02684563770890236,04:59
19,0.02957933582365513,0.10264122486114502,0.02684563770890236,04:59
20,0.024559205397963524,0.08377610892057419,0.020134227350354195,04:59
21,0.02145138569176197,0.08577007800340652,0.022051773965358734,04:59
22,0.016750937327742577,0.1284162700176239,0.025886865332722664,04:59
23,0.027119483798742294,0.08390727639198303,0.022051773965358734,04:59
24,0.01839907467365265,0.07707228511571884,0.014381591230630875,04:58
25,0.0200603399425745,0.09940768033266068,0.02109300158917904,04:59
26,0.018620137125253677,0.0860050767660141,0.023969318717718124,04:59
27,0.017756592482328415,0.07374326139688492,0.02301054634153843,04:59
28,0.012999827973544598,0.11876638978719711,0.02876318246126175,04:59
29,0.011973394080996513,0.07908263057470322,0.018216682597994804,04:59
30,0.00879917573183775,0.09050809592008591,0.02109300158917904,04:59
31,0.015404660254716873,0.12863340973854065,0.02684563770890236,04:59
32,0.009980284608900547,0.055068742483854294,0.011505273170769215,04:59
33,0.010957932099699974,0.08526252955198288,0.018216682597994804,04:58
34,0.01628885790705681,0.10643505305051804,0.0191754549741745,04:58
35,0.014190183021128178,0.06632249057292938,0.01725791022181511,04:59
36,0.017735373228788376,0.08882787823677063,0.02876318246126175,04:58
37,0.01683077961206436,0.1041615679860115,0.02301054634153843,04:59
38,0.01385651808232069,0.06986003369092941,0.018216682597994804,04:59
39,0.008276966400444508,0.0852300226688385,0.020134227350354195,04:59
40,0.004352150019258261,0.09221220016479492,0.02109300158917904,04:59
41,0.007008150685578585,0.12642225623130798,0.023969318717718124,04:58
42,0.009570837020874023,0.07017182558774948,0.014381591230630875,04:58
43,0.0073433020152151585,0.07279794663190842,0.016299137845635414,04:59
44,0.010752618312835693,0.0570928230881691,0.01725791022181511,04:58
45,0.007839695550501347,0.06572999060153961,0.020134227350354195,04:59
46,0.005718647968024015,0.06746380776166916,0.015340364538133144,04:59
47,0.004812544211745262,0.06339532136917114,0.015340364538133144,04:58
48,0.006066945847123861,0.07967600971460342,0.018216682597994804,04:59
49,0.004339480772614479,0.1530693620443344,0.027804410085082054,04:59
50,0.00365527649410069,0.09716061502695084,0.02301054634153843,04:59
51,0.003656356828287244,0.061932895332574844,0.01342281885445118,04:59
52,0.005416028201580048,0.07883448153734207,0.018216682597994804,04:59
53,0.0030036515090614557,0.0633663758635521,0.014381591230630875,04:59
54,0.002229686826467514,0.07460793107748032,0.014381591230630875,04:58
55,0.002023347420617938,0.07962773740291595,0.014381591230630875,04:59
56,0.002251148223876953,0.09120576828718185,0.018216682597994804,04:59
57,0.0024956290144473314,0.08004491776227951,0.01054650079458952,04:58
58,0.003290570108219981,0.06511366367340088,0.012464046478271484,04:59
59,0.0023682769387960434,0.09708220511674881,0.016299137845635414,04:58
60,0.0017684667836874723,0.07210848480463028,0.014381591230630875,04:58
61,0.0020036259666085243,0.07396756857633591,0.016299137845635414,04:59
62,0.002758641028776765,0.07084880024194717,0.01054650079458952,04:59
63,0.002057231729850173,0.06273289769887924,0.01342281885445118,04:58
64,0.0010631463956087828,0.05677730217576027,0.011505273170769215,04:58
65,0.0005381114315241575,0.05928730219602585,0.011505273170769215,04:59
66,0.0005701635382138193,0.10395041108131409,0.015340364538133144,04:58
67,0.002194089349359274,0.06706146150827408,0.014381591230630875,04:58
68,0.0006877027917653322,0.06652858853340149,0.012464046478271484,04:58
69,0.0007656969828531146,0.08206406980752945,0.01342281885445118,04:59
70,0.0008790465071797371,0.07932522892951965,0.012464046478271484,04:59
71,0.0003536418080329895,0.0734584778547287,0.01342281885445118,04:58
72,0.0002773309824988246,0.08308257907629013,0.016299137845635414,04:59
73,0.00019188264559488744,0.07764454931020737,0.01725791022181511,04:58
74,0.00012924615293741226,0.07442110031843185,0.01725791022181511,04:59
75,6.304560520220548e-05,0.07128205895423889,0.016299137845635414,04:58
76,0.0002828521828632802,0.09799022227525711,0.01725791022181511,04:59
77,9.418308763997629e-05,0.08576229214668274,0.016299137845635414,04:58
78,0.0002441616961732507,0.0824129655957222,0.018216682597994804,04:58
79,0.001567890285514295,0.0883546769618988,0.01725791022181511,04:58
80,0.0004381354374345392,0.07879868149757385,0.015340364538133144,05:00
81,0.00016673504433128983,0.08157553523778915,0.016299137845635414,04:59
82,0.00017474207561463118,0.07529658079147339,0.014381591230630875,04:59
83,0.00012043841707054526,0.08310763537883759,0.01725791022181511,04:59
84,0.00014046252181287855,0.0842565968632698,0.01725791022181511,04:58
85,0.00010206026490777731,0.0827668234705925,0.016299137845635414,04:58
86,0.0001231727219419554,0.0748118907213211,0.015340364538133144,04:59
87,0.00041187083115801215,0.07410907745361328,0.014381591230630875,04:58
88,0.00014213939721230417,0.07403549551963806,0.014381591230630875,04:58
89,0.0003002183511853218,0.07830434292554855,0.015340364538133144,04:59
90,9.699177462607622e-05,0.08444397151470184,0.016299137845635414,04:58
91,3.375381129444577e-05,0.07898827642202377,0.015340364538133144,04:59
92,7.637288217665628e-05,0.07560228556394577,0.014381591230630875,04:59
93,4.262255970388651e-05,0.08249294012784958,0.015340364538133144,04:59
94,0.00015126280777622014,0.07634150981903076,0.01342281885445118,04:59
95,0.00031117716571316123,0.0755588635802269,0.01342281885445118,04:59
96,0.00024519531871192157,0.08647553622722626,0.016299137845635414,04:59
97,7.076989277265966e-05,0.07593755424022675,0.014381591230630875,04:59
98,2.9799204639857635e-05,0.07843209058046341,0.014381591230630875,04:59
99,0.00012575843720696867,0.0724257379770279,0.014381591230630875,04:59
