epoch,train_loss,valid_loss,error_rate,time
0,0.6473592519760132,0.3309471905231476,0.1255992352962494,10:55
1,0.39226478338241577,0.17379960417747498,0.05177373066544533,10:55
2,0.22140425443649292,0.15557903051376343,0.04218600317835808,10:54
3,0.13899797201156616,0.08446185290813446,0.02684563770890236,10:54
4,0.09765616059303284,0.10665091127157211,0.029721956700086594,10:51
5,0.07561532407999039,0.08335363119840622,0.02301054634153843,10:53
6,0.06425666064023972,0.08609634637832642,0.02109300158917904,10:53
7,0.048604801297187805,0.08572802692651749,0.02109300158917904,10:52
8,0.030028074979782104,0.05680137872695923,0.015340364538133144,10:53
9,0.023542283102869987,0.07310611754655838,0.020134227350354195,10:54
10,0.0182736087590456,0.05686904117465019,0.018216682597994804,10:54
11,0.013093844056129456,0.07363618165254593,0.018216682597994804,10:54
12,0.010914739221334457,0.06869066506624222,0.01342281885445118,10:53
13,0.016813382506370544,0.08148553967475891,0.014381591230630875,10:54
14,0.010665715672075748,0.05888617783784866,0.01342281885445118,10:54
15,0.005382038652896881,0.05490322783589363,0.01342281885445118,10:53
16,0.007836706936359406,0.07075129449367523,0.015340364538133144,10:55
17,0.006697858218103647,0.05170877277851105,0.012464046478271484,10:54
18,0.003650825470685959,0.05674165487289429,0.014381591230630875,10:51
19,0.0034397246781736612,0.05511860549449921,0.012464046478271484,10:54
