epoch,train_loss,valid_loss,error_rate,time
0,0.7143943905830383,0.47527360916137695,0.18216682970523834,01:17
1,0.5231057405471802,0.36303719878196716,0.1323106437921524,01:18
2,0.4389447271823883,0.33951839804649353,0.10930009931325912,01:19
3,0.3698681592941284,0.2756846845149994,0.09108341485261917,01:17
4,0.29484426975250244,0.24282576143741608,0.07286673039197922,01:18
5,0.23210199177265167,0.20152749121189117,0.0575263649225235,01:17
6,0.21394625306129456,0.17199385166168213,0.05369127541780472,01:18
7,0.18527401983737946,0.1652742326259613,0.045062318444252014,01:17
8,0.15383945405483246,0.14835448563098907,0.045062318444252014,01:16
9,0.1557568460702896,0.14699743688106537,0.045062318444252014,01:16
10,0.13356782495975494,0.1287960410118103,0.04410354793071747,01:16
11,0.1329369693994522,0.1240796446800232,0.045062318444252014,01:18
12,0.11342821270227432,0.12184882909059525,0.04218600317835808,01:17
13,0.10309883952140808,0.12298690527677536,0.03739213943481445,01:18
14,0.10440728068351746,0.11983028054237366,0.03930968418717384,01:17
15,0.0940115824341774,0.10584118217229843,0.03643336519598961,01:18
16,0.09902936220169067,0.12528091669082642,0.04218600317835808,01:19
17,0.09652335941791534,0.11435795575380325,0.043144773691892624,01:19
18,0.0899435430765152,0.12736666202545166,0.04026845470070839,01:16
19,0.07784866541624069,0.111617311835289,0.041227228939533234,01:17
20,0.07654980570077896,0.13886351883411407,0.03930968418717384,01:19
21,0.0868091881275177,0.11065372824668884,0.038350909948349,01:16
22,0.07774075865745544,0.11453394591808319,0.03739213943481445,01:16
23,0.07459845393896103,0.10059047490358353,0.03739213943481445,01:17
24,0.07126908004283905,0.09943629056215286,0.035474590957164764,01:18
25,0.07967795431613922,0.1115327700972557,0.035474590957164764,01:16
26,0.06983227282762527,0.11240354925394058,0.03930968418717384,01:17
27,0.07510695606470108,0.09836746007204056,0.035474590957164764,01:17
28,0.062159307301044464,0.09780783206224442,0.03643336519598961,01:18
29,0.06084723770618439,0.09499084204435349,0.03451582044363022,01:17
30,0.06638650596141815,0.10947661101818085,0.03930968418717384,01:16
31,0.06603823602199554,0.09991243481636047,0.03451582044363022,01:18
32,0.05347989499568939,0.1108723059296608,0.03643336519598961,01:18
33,0.05802785977721214,0.09813924133777618,0.038350909948349,01:18
34,0.05209048464894295,0.10093536227941513,0.03451582044363022,01:17
35,0.05446049943566322,0.08879981189966202,0.031639501452445984,01:19
36,0.05780111998319626,0.09771376103162766,0.03930968418717384,01:17
37,0.06125505268573761,0.10308283567428589,0.04410354793071747,01:18
38,0.05351277440786362,0.09237015247344971,0.038350909948349,01:18
39,0.05874312296509743,0.09851086884737015,0.03643336519598961,01:17
40,0.054535556584596634,0.09694308042526245,0.033557046204805374,01:17
41,0.05638263002038002,0.09936503320932388,0.03739213943481445,01:17
42,0.04625104367733002,0.10055994242429733,0.03739213943481445,01:18
43,0.05235527455806732,0.09712159633636475,0.03739213943481445,01:16
44,0.050540607422590256,0.09701953083276749,0.03739213943481445,01:17
45,0.05009915679693222,0.10822227597236633,0.043144773691892624,01:17
46,0.04889316484332085,0.09439267218112946,0.03259827569127083,01:17
47,0.047191545367240906,0.09998652338981628,0.031639501452445984,01:18
48,0.042929988354444504,0.10243316739797592,0.035474590957164764,01:17
49,0.04297352582216263,0.09685639292001724,0.033557046204805374,01:17
50,0.04221149533987045,0.09685026854276657,0.03643336519598961,01:16
51,0.038189686834812164,0.08694472908973694,0.033557046204805374,01:16
52,0.04153645038604736,0.09432931244373322,0.031639501452445984,01:19
53,0.037361063063144684,0.10150285065174103,0.03451582044363022,01:18
54,0.038204777985811234,0.10078594088554382,0.033557046204805374,01:18
55,0.036240946501493454,0.09722951054573059,0.03643336519598961,01:17
56,0.03395212069153786,0.09102611988782883,0.03068072907626629,01:17
57,0.04121225327253342,0.09506251662969589,0.029721956700086594,01:17
58,0.0398721806704998,0.1042090505361557,0.035474590957164764,01:18
59,0.036903902888298035,0.10354448854923248,0.033557046204805374,01:16
60,0.03516088053584099,0.09433680027723312,0.03068072907626629,01:17
61,0.03310670331120491,0.09881804883480072,0.033557046204805374,01:18
62,0.03448881953954697,0.10398514568805695,0.035474590957164764,01:17
63,0.030427956953644753,0.10376805812120438,0.03451582044363022,01:16
64,0.026981104165315628,0.10872902721166611,0.03643336519598961,01:17
65,0.027838027104735374,0.09934540838003159,0.03451582044363022,01:17
66,0.03008703514933586,0.11151687800884247,0.033557046204805374,01:18
67,0.028449462726712227,0.10626659542322159,0.03451582044363022,01:17
68,0.025667816400527954,0.10166092962026596,0.03451582044363022,01:16
69,0.02427823841571808,0.10573522746562958,0.033557046204805374,01:17
70,0.023143688216805458,0.10160034894943237,0.03068072907626629,01:18
71,0.025230148807168007,0.10051576793193817,0.03259827569127083,01:18
72,0.023700347170233727,0.1007365882396698,0.03259827569127083,01:17
73,0.02946854569017887,0.09949512034654617,0.031639501452445984,01:17
74,0.02464439906179905,0.10588013380765915,0.03451582044363022,01:17
75,0.023622043430805206,0.10383319109678268,0.033557046204805374,01:18
76,0.026330411434173584,0.10465611517429352,0.033557046204805374,01:18
77,0.017991110682487488,0.10247129946947098,0.031639501452445984,01:18
78,0.026159096509218216,0.10169804841279984,0.033557046204805374,01:14
79,0.02299027144908905,0.10056090354919434,0.033557046204805374,01:19
80,0.017935188487172127,0.10131815075874329,0.03259827569127083,01:19
81,0.01870989054441452,0.09858901053667068,0.031639501452445984,01:15
82,0.02266617678105831,0.09820302575826645,0.031639501452445984,01:17
83,0.021769315004348755,0.10428714007139206,0.03259827569127083,01:17
84,0.020161882042884827,0.10029566287994385,0.03259827569127083,01:17
85,0.0209110826253891,0.09914679080247879,0.03259827569127083,01:17
86,0.019361255690455437,0.10212438553571701,0.031639501452445984,01:18
87,0.019999627023935318,0.10020472854375839,0.031639501452445984,01:16
88,0.020962946116924286,0.10137844830751419,0.03068072907626629,01:18
89,0.021642854437232018,0.10052034258842468,0.027804410085082054,01:16
90,0.021284259855747223,0.10328850150108337,0.03068072907626629,01:17
91,0.01732417568564415,0.10155293345451355,0.029721956700086594,01:17
92,0.02032702974975109,0.10095153003931046,0.031639501452445984,01:16
93,0.020300785079598427,0.10307104140520096,0.03068072907626629,01:18
94,0.019740672782063484,0.10169363021850586,0.029721956700086594,01:16
95,0.021880092099308968,0.10199568420648575,0.029721956700086594,01:17
96,0.020428268238902092,0.1052129715681076,0.029721956700086594,01:17
97,0.018526677042245865,0.10082810372114182,0.029721956700086594,01:18
98,0.018547270447015762,0.10275427997112274,0.031639501452445984,01:17
99,0.018126551061868668,0.09924544394016266,0.029721956700086594,01:18
